prov_name,year,q10_dynasty_share,q50_dynasty_share,q90_dynasty_share,horizon,risk_tier,pi_width,dynasty_share_2022,delta_from_2022,trajectory
Davao Del Norte,2025,17.605438232421875,22.70723533630371,29.601791381835938,2028,Low Risk,11.996353149414062,16.66666603088379,6.040569305419922,Increasing
Davao Del Norte,2026,18.44664001464844,24.065109252929688,31.557941436767575,2028,Low Risk,13.111301422119134,16.66666603088379,7.398443222045898,Increasing
Davao Del Norte,2027,18.65070915222168,24.559551239013672,32.30843734741211,2028,Low Risk,13.65772819519043,16.66666603088379,7.892885208129883,Increasing
Davao Del Norte,2028,18.576303482055664,24.657527923583984,32.5405158996582,2028,Low Risk,13.964212417602539,16.66666603088379,7.990861892700195,Increasing
Davao Del Sur,2023,22.068029403686523,23.960697174072266,25.888362884521484,2028,Low Risk,3.820333480834961,24.30555534362793,-0.34485816955566406,Stable
Davao Del Sur,2024,22.660354614257812,25.742712020874023,28.567726135253903,2028,Low Risk,5.90737152099609,24.30555534362793,1.4371566772460938,Stable
Davao Del Sur,2025,23.777889251708984,27.31714630126953,30.61235809326172,2028,Low Risk,6.834468841552734,24.30555534362793,3.0115909576416016,Increasing
Davao Del Sur,2026,24.139972686767575,27.601409912109375,31.048599243164062,2028,Low Risk,6.908626556396488,24.30555534362793,3.2958545684814453,Increasing
Davao Del Sur,2027,24.220481872558594,27.597938537597656,31.14880752563477,2028,Low Risk,6.928325653076175,24.30555534362793,3.2923831939697266,Increasing
Davao Del Sur,2028,24.21397399902344,27.54049491882324,31.166454315185547,2028,Low Risk,6.952480316162106,24.30555534362793,3.234939575195309,Increasing
Davao Occidental,2023,22.981586456298828,25.42007827758789,28.231897354125977,2028,Low Risk,5.250310897827148,37.70491790771485,-12.28483963012696,Decreasing
Davao Occidental,2024,22.49076461791992,25.031675338745117,27.980236053466797,2028,Low Risk,5.4894714355468786,37.70491790771485,-12.673242568969734,Decreasing
Davao Occidental,2025,22.144445419311523,24.725666046142575,27.74446678161621,2028,Low Risk,5.6000213623046875,37.70491790771485,-12.979251861572276,Decreasing
Davao Occidental,2026,21.997251510620117,24.571746826171875,27.61146545410156,2028,Low Risk,5.614213943481442,37.70491790771485,-13.133171081542976,Decreasing
Davao Occidental,2027,21.95595932006836,24.50453758239746,27.540428161621097,2028,Low Risk,5.584468841552738,37.70491790771485,-13.20038032531739,Decreasing
Davao Occidental,2028,21.946420669555664,24.467369079589844,27.49117851257324,2028,Low Risk,5.544757843017575,37.70491790771485,-13.237548828125007,Decreasing
Davao Oriental,2023,19.95145797729492,21.60497283935547,25.34380340576172,2028,Low Risk,5.3923454284668,21.428571701049805,0.17640113830566406,Stable
Davao Oriental,2024,21.049720764160156,23.776094436645508,28.590944290161133,2028,Low Risk,7.541223526000977,21.428571701049805,2.347522735595703,Increasing
Davao Oriental,2025,21.837024688720703,25.210166931152344,30.832225799560547,2028,Low Risk,8.995201110839844,21.428571701049805,3.781595230102539,Increasing
Davao Oriental,2026,22.107234954833984,25.97403335571289,32.22821044921875,2028,Low Risk,10.120975494384766,21.428571701049805,4.545461654663086,Increasing
Davao Oriental,2027,22.091083526611328,26.34166717529297,33.06817626953125,2028,Low Risk,10.977092742919922,21.428571701049805,4.913095474243164,Increasing
Davao Oriental,2028,21.94760513305664,26.480411529541016,33.529850006103516,2028,Low Risk,11.582244873046875,21.428571701049805,5.051839828491211,Increasing
Dinagat Islands,2023,17.469650268554688,21.02786636352539,27.18088150024414,2028,Low Risk,9.711231231689453,23.456790924072266,-2.428924560546875,Decreasing
Dinagat Islands,2024,19.94519424438477,26.9349365234375,35.46577453613281,2028,Low Risk,15.520580291748043,23.456790924072266,3.4781455993652344,Increasing
Dinagat Islands,2025,31.982524871826172,42.81356048583984,53.45117950439453,2028,Moderate Risk,21.46865463256836,23.456790924072266,19.35676956176757,Increasing
Dinagat Islands,2026,35.28002166748047,44.32155990600586,53.94286346435547,2028,Moderate Risk,18.662841796875,23.456790924072266,20.864768981933594,Increasing
Dinagat Islands,2027,35.85765075683594,44.36507797241211,53.61125946044922,2028,Moderate Risk,17.75360870361328,23.456790924072266,20.908287048339844,Increasing
Dinagat Islands,2028,35.926544189453125,44.39341735839844,53.59341812133789,2028,Moderate Risk,17.666873931884766,23.456790924072266,20.936626434326172,Increasing
