prov_name,year,q10_dynasty_share,q50_dynasty_share,q90_dynasty_share,horizon,risk_tier,pi_width,dynasty_share_2022,delta_from_2022,trajectory
Aklan,2026,31.672847747802734,34.1530647277832,37.030372619628906,2028,Moderate Risk,5.357524871826172,34.78260803222656,-0.6295433044433594,Stable
Aklan,2027,31.792795181274418,34.306854248046875,37.23395156860352,2028,Moderate Risk,5.441156387329105,34.78260803222656,-0.4757537841796875,Stable
Aklan,2028,31.82548713684082,34.33035659790039,37.30257797241211,2028,Moderate Risk,5.477090835571289,34.78260803222656,-0.4522514343261719,Stable
Albay,2023,23.642528533935547,28.5261287689209,33.93843460083008,2028,Low Risk,10.295906066894531,27.86069679260254,0.6654319763183594,Stable
Albay,2024,23.178178787231445,28.17127990722656,34.04193878173828,2028,Low Risk,10.863759994506836,27.86069679260254,0.3105831146240199,Stable
Albay,2025,22.69552421569824,27.816028594970703,34.04133224487305,2028,Low Risk,11.345808029174808,27.86069679260254,-0.0446681976318359,Stable
Albay,2026,22.32609748840332,27.52910614013672,33.98939514160156,2028,Low Risk,11.663297653198242,27.86069679260254,-0.3315906524658203,Stable
Albay,2027,22.061391830444336,27.299793243408203,33.91120529174805,2028,Low Risk,11.849813461303713,27.86069679260254,-0.5609035491943359,Stable
Albay,2028,21.872051239013672,27.117046356201172,33.82500076293945,2028,Low Risk,11.95294952392578,27.86069679260254,-0.7436504364013672,Stable
Antique,2023,23.751371383666992,25.878793716430664,28.612077713012695,2028,Low Risk,4.860706329345703,27.46113967895508,-1.5823459625244176,Stable
Antique,2024,23.86345100402832,26.243404388427734,29.330909729003903,2028,Low Risk,5.467458724975582,27.46113967895508,-1.2177352905273473,Stable
Antique,2025,24.103370666503903,26.694969177246097,29.96750259399414,2028,Low Risk,5.864131927490238,27.46113967895508,-0.7661705017089844,Stable
Antique,2026,24.20157241821289,26.88602828979492,30.25051498413086,2028,Low Risk,6.048942565917969,27.46113967895508,-0.5751113891601634,Stable
Antique,2027,24.213823318481445,26.919498443603516,30.350561141967773,2028,Low Risk,6.136737823486328,27.46113967895508,-0.541641235351566,Stable
Antique,2028,24.20917510986328,26.903383255004883,30.38717269897461,2028,Low Risk,6.177997589111328,27.46113967895508,-0.5577564239501989,Stable
Apayao,2023,25.495922088623047,28.192153930664062,31.0172061920166,2028,Low Risk,5.521284103393555,29.629629135131836,-1.4374752044677734,Stable
