prov_name,year,q10_dynasty_share,q50_dynasty_share,q90_dynasty_share,horizon
Camarines Sur,2028,21.737354278564453,24.940940856933594,28.599130630493164,2028
Camiguin,2023,16.4003963470459,19.423362731933594,23.700050354003906,2028
Camiguin,2024,18.841548919677734,22.793071746826172,27.703086853027344,2028
Camiguin,2025,20.07563591003418,23.67348861694336,28.174121856689453,2028
Camiguin,2026,20.38388442993164,23.764545440673828,28.064838409423828,2028
Camiguin,2027,20.447324752807617,23.731155395507812,27.934101104736328,2028
Camiguin,2028,20.428062438964844,23.672544479370117,27.819107055664062,2028
Capiz,2023,23.818340301513672,28.43321418762207,34.35077667236328,2028
Capiz,2024,23.49793815612793,28.226497650146484,34.067325592041016,2028
Capiz,2025,23.444669723510742,28.130483627319336,33.805870056152344,2028
Capiz,2026,23.350065231323242,27.99958610534668,33.5787467956543,2028
Capiz,2027,23.197166442871094,27.843355178833008,33.37958908081055,2028
Capiz,2028,23.020320892333984,27.683509826660156,33.20244598388672,2028
Catanduanes,2023,35.57432174682617,37.76877975463867,41.13182067871094,2028
Catanduanes,2024,35.15752410888672,37.815025329589844,41.68244171142578,2028
Catanduanes,2025,35.003135681152344,38.02582550048828,42.42066192626953,2028
Catanduanes,2026,34.99006271362305,38.342796325683594,43.248741149902344,2028
Catanduanes,2027,35.01856994628906,38.68334197998047,44.06850814819336,2028
Catanduanes,2028,35.05137252807617,39.00584030151367,44.815040588378906,2028
Cavite,2023,36.22982406616211,38.7154655456543,42.02680969238281,2028
Cavite,2024,36.422019958496094,39.43302917480469,43.06190490722656,2028
Cavite,2025,36.598209381103516,40.012977600097656,44.08075714111328,2028
Cavite,2026,36.768218994140625,40.49968719482422,44.99253845214844,2028
Cavite,2027,36.904727935791016,40.92267608642578,45.83783721923828,2028
Cavite,2028,36.99900817871094,41.288143157958984,46.60822296142578,2028
Cebu,2023,30.599525451660156,34.09326934814453,38.90098190307617,2028
Cebu,2024,32.95766830444336,37.29191589355469,42.93101119995117,2028
Cebu,2025,34.087650299072266,38.552452087402344,44.6595573425293,2028
Cebu,2026,34.39547348022461,38.95887756347656,45.430809020996094,2028
Cebu,2027,34.43476104736328,39.06950759887695,45.809410095214844,2028
Cebu,2028,34.345027923583984,39.024314880371094,45.946136474609375,2028
Davao De Oro,2023,21.36539649963379,26.591949462890625,32.90131378173828,2028
Davao De Oro,2024,20.443002700805664,25.937227249145508,32.56709671020508,2028
Davao De Oro,2025,19.56757354736328,25.276369094848633,32.12915802001953,2028
Davao De Oro,2026,18.925569534301758,24.7553653717041,31.726224899291992,2028
Davao De Oro,2027,18.524105072021484,24.400270462036133,31.416690826416016,2028
Davao De Oro,2028,18.278900146484375,24.16262435913086,31.188934326171875,2028
Davao Del Norte,2023,13.85838508605957,16.27479362487793,20.374557495117188,2028
Davao Del Norte,2024,15.794849395751953,19.967851638793945,25.633115768432617,2028
Davao Del Norte,2025,17.605438232421875,22.70723533630371,29.601791381835938,2028
Davao Del Norte,2026,18.446640014648438,24.065109252929688,31.557941436767578,2028
Davao Del Norte,2027,18.65070915222168,24.559551239013672,32.30843734741211,2028
Davao Del Norte,2028,18.576303482055664,24.657527923583984,32.5405158996582,2028
Davao Del Sur,2023,22.068029403686523,23.960697174072266,25.888362884521484,2028
